comment,main,member,name
629435,小哔窝~土方十四郎总受中心~,44066,all土吧
876120,我的“转世”恋爱物语果然有问题o(*≥▽≤…,36253,九九八十一吧
235956,笨蛋妖怪和纯良主人的有爱日常,60080,斑夏吧
2519239,大明后宫，复古演绎贴吧,37324,大明后宫吧
8875587,曾经的记忆已变为漫漫严冬 你愿坚守相伴吗,72278,开心超人吧
1021401,无论做了什么都会被原谅，因为妾身太美了！,45529,女帝吧
2886870,本吧是国产动漫尸兄的官方贴吧！,206415,尸兄吧
1415961,无法随之改变的是染在兵器之上的鲜血。,27490,战斗装甲钢羽吧
1103329,愿神保佑你 来到神幻吧的迷途羔羊们,36894,神幻拍档吧
5828711,勇于突破极限，追寻梦想之路！,59984,小心超人吧
2270346,纯白色的结姬学园，充满日常的每一天~,48765,纯白交响曲吧
2286200,魔炮党的大本营，爱与勇气的SLB在等着你~,56919,魔法少女奈叶吧
1694378,《黑子的篮球》同人CP【赤司×黑子】贴吧。,112423,赤黑吧
1318994,游戏王zexal动画讨论贴吧，也有卡牌讨论,52368,游戏王zexal吧
1195876,一个突吻引发的曲折离奇、爱恨情仇的伦理番,106889,schooldays吧
209138,喵了个咪,22286,贫乏神来了吧
376915,高杉晋助与桂小太郎的CP吧,29303,高桂吧
1532961,穿越百年时空 只为与你相遇,72026,犬薇吧
816450,あなたにご縁があらんことを～,78978,神谷浩史吧
209308,本吧致力于打造大型社区，欢迎各位来此讨论,43346,监狱兔吧
186303,好きっていいなよ——只有你让我奋不顾身。,21207,只要你说你爱我吧
1032375,只要有人依赖我，化身恶魔我也在所不惜。,39717,妮可罗宾吧
765991,泛ACG相关讨论贴吧 ,34523,魔法少女爱吧
899052,此生最美丽的邂逅！,56233,石田彰吧
1038383,网王同人吧,51968,网王同人吧
299762,杉田病患者聚集地,32818,杉田智和吧
731899,これこそ、真の愛ですわ！,66402,花吻在上吧
6166474,我们的灵魂流浪了数万年，或许只为在此相遇,753945,jojo奇妙冒险吧
1287005,和我们双子星公主一起去拯救这个星球！,11363,双子星公主吧
299770,欢迎回来 回到您灵魂归属的国度 嗯我回来了,23288,今天开始做魔王吧
358164,蝉是我的，小龙虾是我的，阿哲也是我的。,47125,青黑吧
6383660,这么可爱一定是男孩子,360704,女装子吧
340240,都市时尚情感剧中国版欲望都市泡芙小姐,31643,泡芙小姐吧
3726929,霜雪明，照流星；千古事，任侠行。,68748,虹猫蓝兔七侠传吧
1968248,2018，新动画封印解除！,241995,魔卡少女樱吧
883848,我们都喜欢《十字架与吸血鬼》,49883,十字架与吸血鬼吧
579810,From The New World,42058,来自新世界吧
254469,国内原创悬疑推理小说平台！,33406,必须犯规的游戏吧
615399,你知道拉普拉斯之盒吗？,32210,高达独角兽吧
1311632,"The last story,the first love",80157,鸣雏吧
547102,我坚信我们终会相见，在那不久的将来。,21356,2727吧
843820,王者柔情 红颜傲骨,24186,羽兰吧
25394609,变形金刚，变形人生，变形：你、我、他。,324555,变形金刚玩具吧
1955758,热衷于关于芭比的任何事物与话题,156268,芭比吧
420376,选举的季节，笑与泪的恋语，巧克力味的幸福,29091,恋爱与选举与巧克力吧
1862980,百花仅杀薇独香。,60215,杀薇吧
1887073,风云,90425,风云吧
565613,不二前辈和越前少年的圆舞曲,27198,不二越吧
364202,【陪伴 是 最长情的告白】,26165,骸纲吧
1383570,节超茜奉，腻歪晶生，百度晶茜吧等你掉坑,73288,晶茜吧
2731543,一个寻找美好记忆的乐园。,48823,rewrite吧
1125047,乡村爱情故事-东京爱情故事-夫妻成长日记,28626,有你的小镇吧
436883,三个人的命运铸成历史,13719,高达age吧
664334,甜心格格欢迎大家,23877,甜心格格吧
1143360,CP贴吧.写文为主.欢迎加入噢=v=,25240,虹蓝恋吧
919059,赌上爷爷的名声，挖掘隐匿的真相,48326,金田一吧
283204,让你了解更多动漫加菲猫的网络家园,99712,加菲猫吧
280353,红皇后与鸢骑士的舞曲  这里是美好的紫赤吧,28054,紫赤吧
464781,相遇的奇迹，微笑的传递，旅途中与你同行。,50607,宫野真守吧
924042,坂田银时总受爱好者集体掉节操填脑洞之地。,45460,all银时吧
1393716,鬼谷纵横  捭阖第一,47467,卫聂吧
848341,用文字还原心中所爱,43391,语言cos吧
447331,☆欢迎新人到来，欢迎老人回家★,39316,小野大辅吧
488261,力量与勇气！为了贯穿正义之信念,21109,史上最强弟子兼一吧
324181,未来永劫，我来保护你。,20319,陆雪吧
254531,真情幸意，真幸永恒。,36570,真幸吧
505706,动漫《犬夜叉》最萌cp--杀生丸×犬夜叉,44132,杀犬同人吧
438257,鹡鸰少女撞倒重考青年，开始崭新的神话战纪,22765,鹦鹉女神吧
801876,唠唠叨叨懒懒散散地爱着仙流……,65243,仙流吧
309185,大江户青葱种植基地,20183,青葱吧
10568174,实现吧！我们的梦想！,522679,lovelive吧
4382217,我是你的剑，一切如你所愿,117262,精灵使的剑舞吧
500402,姬小路家的日常,25240,就算是哥哥只要有爱就没问题对吧吧
2514312,可儿娃娃，中国娃娃。十年美丽，感恩有你,142820,可儿娃娃吧
315584,白兰与入江正一的CP贴吧,18421,白正吧
30444,喜爱宵风X六条壬晴的CP的吧亲聚集地,13513,宵晴吧
493669,日本著名声优樱井孝宏,39882,樱井孝宏吧
509764,魔王与魔女的童话，不一起来见证吗,21213,lc王道吧
429572,与你清淡执柔。,19109,蜜枣吧
917152,圣诞夜的各种甜蜜的爱情,33169,圣诞之吻吧
305544,喜歡《最強會長黑神》的吧友組成的貼吧,22168,最强会长黑神吧
521401,百度kirarin☆revolution吧欢迎你~,29687,kirarin☆revolution吧
343258,反逆白黑cp 枢木朱雀x鲁鲁修,40635,朱修吧
459227,《火影忍者》宇智波佐助X漩涡鸣人CP贴吧,31171,佐鸣之恋吧
713217,DN腐向CP【夜神月xL】不死不休下的禁断之恋,29645,月l吧
917193,让萝莉控燃烧起来的动漫,42103,loli的时间吧
389842,好奇怪 再见到底是约定还是告别,74220,小梦吧
1148077,冰淇淋虽然冷淡，但却是甜的哦。,43676,快青吧
252435,2013年1月番の贵圈真乱,12671,q弟侦探因幡吧
635246,喜欢绯鞠？静水久？玖惠澄？玉藻前？优人？,41550,猫耳属性吧
123432,欢迎加入向日葵的大家庭!爱生活，爱阿光!,19712,绿川光吧
204111,SCI谜案集读者聚集地 ,45708,sci谜案集吧
203379,「薄桜鬼」系列遊戲中衍生的BL配對,10621,冲斋吧
223794,《驱魔少年》神田优X亚连·沃克CP同好俱乐部,16624,神亚吧
337891,青峰大辉×火神大我的CP贴吧,28220,青火吧
690948,网球王子中越前龙马为受耽美粉丝聚集地,43690,all越王道吧
124837,双生羁绊，生命共体,16706,光馨吧
547316,銀魂世界的恰克與飛鳥(完美的組合),22734,银神吧
537350,骑士与剑士的羁绊，sanjixzoro同人贴吧,20293,香索吧
1160754,以闪光的明天为目标，为我们的梦想而奔跑！,57817,四驱兄弟吧
866676,kof拳皇全系列综合性玩家贴吧,48155,kof吧
192635,欢迎来到河童吧,11619,河童吧
579760,Lx夜神月  侦探与KIRA之间的爱意与杀意,33019,l月吧
515485,海贼王索路CP爱好者集聚地,25036,索路吧
937048,一个由热爱HT的旋风岛民构成的集体!,30191,幸福小镇吧
103656,,15647,spec吧
293960,我有你在，你有我在。,20143,高银吧
62760,,25026,佐鸣漫画吧
159404,冢越同人贴吧,19499,冢越吧
191930,夏露灰安都是浮雲，灰夏才是王道！,13792,灰夏吧
4253624,bjd圈对战专用贴吧，D娘勿入,171621,bjd吐槽吧
811672,秦时明月系列第五部君临天下交流聚集地~,69697,秦时明月之君临天下吧
439681,且看七怪在漫画的世界里，生死中演绎爱与恨,58268,斗罗漫画吧
629283,小野神谷CP吧~讨论相关同人漫画见面会JQ…,37837,野神吧
385566,手办制作技术交流的前沿,138556,手办原型制作吧
556705,黑瓶俩只的各种故事,38275,黑瓶吧
145972,魔王與勇者攜手改變世界,18658,魔王勇者吧
230869,歡迎到季封村一遊，品味深秋的濃厚物語。,24530,绯色の欠片吧
253304,就算是兄妹只要有爱就可以了吧╮(╯3╰)╭ ,28807,双神吧
1141657,只要有你们在的话什么事都能做到。,23000,斗龙战士吧
231012,我来当你的将领，你来当我的左手,17996,银桂吧
664668,月影曼妙两心知，相思不过三舞情。,29750,三舞吧
96835,百度lenfried粉丝同好，我们最喜欢lenfried,27996,lenfried吧
265914,Kanokon≠H漫 ,38581,我的狐仙女友吧
102926,委员长与兔子的窝,17509,1827吧
674533,能够在这冰结领域中战斗的只有圣痕适格者！,30303,零度战姬吧
537432,火影忍者寧次與雛田戀愛成就應援地,25402,宁雏吧
427783,高尾X绿间同人贴吧  板车党的乡村爱情净土,53689,高绿吧
97252,鬼畜X家畜,9317,里蓝吧
222031,头发的颜色搭配起来是番茄炒蛋~,19109,我鸣吧
188283,日本系列动漫《人鱼的旋律》相关交流。,16288,人鱼的旋律吧
185318,爱一护，all一集中地,15192,all一吧
101600,再强大的魔具也比不上你重要——不破真广。,15734,真吉吧
466484,灰X露西：我对你，不止是一点动心。,20385,灰露吧
202875,《黑篮》中奇迹的世代X黑子哲也的CP贴吧,36960,奇迹黑吧
396998,史上最有夫妻相的呆毛樱和忠犬狼,29099,樱狼吧
332900,让大家看到《强殖装甲》的大结局吧！,28330,强殖装甲吧
102117,颓靡一堵墙，难怯众人心,12569,紫禁吧
324357,只要关注all黄吧，美美凉太领回家！,33207,all黄吧
202209,《未来日记》秋濑或×天野雪辉,16028,或雪吧
700687,APH的本田菊×王耀CP，zz自重，请去灌水楼。,54245,菊耀吧
75994,伞下故人轻叹 悠悠东方之森,33269,的夏吧
486444,电视剧迷们的聚集地,24904,神探伽利略吧
24860,Bunny推倒Tiger的吧,16460,兔虎吧
329280,《秦时明月》耽美同人CP  白凤x盗跖  ,19010,凤跖吧
211279,BLEACH中乌尔奇奥拉与织姬的心之归处,13536,乌织吧
208854,"樱花的邂逅,相拥的美满,爱与浪漫的恋人物语",33635,公主恋人吧
1228383,喜欢并支持坚守这对火影CP的百度贴吧,33808,鸣樱吧
2560527,大家都是好朋友！Wonderful！,50630,光之美少女吧
329721,九阳清风微徐晓，琉璃耀目沐暖阳。 ,16562,九琉吧
159663,あべ美幸描绘下的命运浪漫谭,19521,东方八犬异闻吧
1194434,Forever with B.A.P?,15118,bap王道吧
532791,纯血禁断控的有爱小窝,17453,枢姬吧
790402,飞佛粉丝聚集地,21778,飞哥与小佛吧
194863,凤梨不是你想泡，想泡就能泡~,14366,白骸吧
2261816,讨论新著龙虎门为主的港漫贴吧,45456,龙虎门吧
1003959,all耀吧欢迎您，发帖前请先看置顶哦www,55371,all耀吧
899219,偷星九月天三四校园文吧,13213,偷星九月天三四校园文吧
878308,喜爱鹿鞠的二次元大家庭,28991,鹿鞠吧
466802,Atobe Keigo与Tezuka Kunimitsu,16214,双部吧
963392,ALL樱王道！姑娘最高！欢迎互相勾搭！,22831,鼬樱吧
700784,孤剑浮沉，镜湖缘契。叹乱世，久别何复会？,18793,聂蓉吧
473892,猫和老鼠，童年伙伴，他们的冒险依然进行中,104237,猫和老鼠吧
950204,爱历史爱王者爱江山也爱美色～王者天下吧,55286,王者天下吧
510727,我们的家，一堆有爱的水货,8640,宫锁珠帘cos吧
100033,不是爱也不是恨，是爱恨都无法企及的羁绊。,16378,临静吧
1480550,Kid the Phantom Thief And The Angel,50503,快兰吧
182220,我叫夏目贵志，能告诉我你的名字吗？,51817,all夏目吧
484524,Asuka Mishima,24490,御岛明日香吧
1733732,以分析和资讯为主,73994,柯哀分析文吧
254046,D兄弟爱好者的聚集区。,26761,艾路吧
1896195,流川枫X灰原哀  为枫而疯·为哀而爱,22979,枫哀吧
952104,橘子装进草帽里，指针偏向我心底,34942,路娜吧
1152426,这世间的污秽，我们那真挚的感情能够化解…,30923,秽翼的尤斯蒂娅吧
6107455,手拉手在圆圆的地球上一起煮幸福的PASTA吧,242906,黑塔利亚吧
366030,西夏丰华，不比君，勾唇捋发。,19559,雨化田吧
226074,这里是狱纲同好聚集地！希望大家感到舒适?,18349,狱纲吧
394322,菜鸟与大神齐飞  理论共实战一社,80008,数独吧
1110878,欢迎爱凪璃的你们,16438,凪璃吧
226854,以眼还眼以牙还牙，此乃爱与正义的制裁之地,10826,不存在的人吧
471550,和仔粉丝的聚集地，一起关注漫画最后的高潮,20351,封神纪吧
297161,秦时明月人物——少羽X天明的CP贴吧,20092,秦时—羽明吧
2382717,欢迎来到魔劣吧，要注意吧规喔！,121763,魔法科高校的劣等生吧
1366419,数昔日春花，盼明日再会。,203061,剑风传奇吧
294606,南家三姐妹的日常生活，请不要过度的期待。,19084,南家三姐妹吧
314147,萝莉和妹妹都是稀有资源！需要珍惜！,19296,无赖勇者的鬼畜美学吧
545583,我们都是毛皮族！嘎鲁丘~,39733,all路吧
99900,,18573,蝎迪吧
161455,让我们一起等待团长和酷拉的归来~,19036,团酷吧
517657,并肩同行之人，年华永慕之人,30835,宁天吧
498113,独一吾二,19096,迹不二吧
2398271,~这儿不是贴吧，是我们的家~,46220,伽小吧
1028710,LOLITA FASHION洋装交流贴吧,111237,有米的日子吧
60559,,7232,变异杀机吧
814159,关于路明非和零的一切。,17193,路零吧
239161,以手冢国光和不二周助为cp的同人贴吧,12376,冢熊吧
221660,等你快点长大，我就会回到你身边,5340,几梦吧吧
232433,【兄弟年下相爱相杀】,27002,泽非吧
55287,,20736,杀犬吧
342706,球类运动锻炼身体,12730,平野绫吧
806876,最强的VG斗士们都汇聚在这里,40705,卡片战斗先导者吧
538729,《斗破苍穹》同人CP：药尘X萧炎,20025,尘炎吧
491952,半妖与巫女永恒不变的爱,18832,犬桔吧
166158,这些年，我们爱过的云骸,10524,云骸吧
281060,爱鼬哥，爱鸣人，温暖鼬鸣大家庭~,19492,鼬鸣吧
460654,~欢迎来到2.5次元·永远十七岁の乐园~,19396,堀江由衣吧
602821,属于腹黑知更鸟和蠢萌绿藻的恋爱狂想曲。,15671,索宾吧
335361,古不列颠及南苏美尔联合王国,22488,双王阵线吧
499928,死神同人:日番谷冬狮郎x黑崎夏梨,11069,白梨吧
192512,谁都无法介入他们那深深的羁绊。,15477,里纲吧
101465,家庭教师相关CP【六道骸×库洛姆】,10087,骸髑吧
756664,与君初相识，犹如故人归,18008,杀桔吧
186769,动漫作品《名侦探柯南》同人CP党聚集地,26687,平新吧
469593,豊崎愛生世界で一番可愛い,13362,丰崎爱生吧
3283,,9524,6918吧
682913,让我们在黑暗中探寻希望，创造光明,19777,武嘉吧
108724,为你、逆天又何妨,9267,蓝银吧
55941,少年同盟雙子CP同人貼吧,7946,悠佑吧
101891,,15616,白一吧
278217,日本著名男声优 诹访部顺一 的应援吧,18095,诹访部顺一吧
124407,从明天开始努力(=?ω?)=,10852,锁锁美同学提不起劲吧
281492,宙人×希良梨，有爱二次元，宙希一家亲~,10534,宙希吧
104946,世界を救うのはヒーローじゃない―オタクだ,8839,roboticsnotes吧
260288,小号的超长待机铸造柯兰CP的神话,22042,柯兰吧
115935,欢迎加入蹭得累爱好者协会＼(^o^)／,19212,中村悠一吧
223505,,8244,几梦文吧
663600,工藤新一X黑羽快斗的女性向cp贴吧~,46290,新快吧
224783,六番夫夫档~~红与黑的交织~~永远的王道官配,9933,白恋吧
234464,《黑塔利亚》仏X英同人交流 头像by一宫思帆,30531,仏英吧
518844,灰原哀的真龙天子是猪八戒，龙哀也是戒哀。,7439,龙哀吧
933318,有软妹有御姐有正太有大叔的推笔粉丝联盟。,22747,推理笔记吧
224899,来吧，一起进入遊佐浩二魅惑声音的世界~,14581,游佐浩二吧
759480,百合作品candy boy同好交流贴吧,21882,candyboy吧
394867,低调挡不住人气，治愈永远不过气,12970,能登麻美子吧
123720,偷星九月天官配cp玄月x沧月,10662,沧玄吧
64179,当那蛋蛋被摘除之时，故事就开始了！,7488,伊克西翁传说dt吧
377134,地雷、OK——!!!,56459,火星异种吧
190340,欢迎加入铃村健一小世界   (￣▽￣)／,15540,铃村健一吧
310620,兰，你是我一生中最美的风景。——新一,21595,新兰同人吧
250577,守护奇犽和小杰一生一世,28523,奇杰吧
696793,若有一天这里成为传说，我希望里面有你们,7730,非蜜枣吧
552696,如遇枫林晚，霜白叶红，春华秋实,20648,凤练吧
155388,蒹葭苍苍 白露为双 所谓伊人 在水一方,10169,白露吧
306256,少年们，一起成为快乐的油漆工吧！,95661,gk吧
244602,Ti amo & Ich LIebe dich,44025,独伊吧
337474,振兴民族精神·弘扬传统文化·复兴华夏衣冠,39511,汉服北京吧
157875,江户川柯南X灰原哀向，唯有柯哀点缀星辰！,17357,柯哀王道吧
74239,缘玉求木 潋滟三生,11211,潋玉缘吧
103629,身高不够一米七，吃吃米饭搞搞基。,10546,高威吧
61448,,3063,我女友与青梅竹马的惨烈修罗场吧
316195,九月夏夜的奇迹伴随着盛大的流星雨降临。,14807,偷星九月天九琉吧
407429,来到这里的非人类有糖吃^ ^,7263,龙梦吧
129311,[从未面对彼此而相会]——夜行动物同盟地,7076,葛乌吧
381751,一个温柔岁月，一个惊艳时光,25190,暗表吧
389659,无论小智在哪里，特制钓饵的红线就有多长～,13119,智霞吧
242524,王様X王子様：这不是很好吗,21021,迹越吧
69587,零：锥生零 & 姬：黑主优姬 forever >.<,13526,零姬吧
941851,穿越千年的哀愁 是你在尽头等我,16535,葳瑶吧
103733,茄子与大哥的温馨爱之小屋~,10782,茄冰吧
250763,高举蕉橘大旗的和谐有爱大家庭欢迎进来畅聊,18571,蕉橘吧
289056,and i'm home,11467,红蓝吧
181157,现在才发现，在我身边的 就只有你……,7767,真莓吧
1750400,欢迎来到梦三国荆州之战吧,36099,梦三国荆州之战吧
48624,,9331,6927吧
171190,百里屠苏×方兰生同人配对~欢迎同好们常驻~,15854,苏兰吧
45951,双黑的魔王与天使般的小王子的甜蜜爱情,12382,有保吧
372969,忍者神龟玩家交流官方吧,43157,忍者神龟吧
284297,爱葱蕉，爱生活。,8151,葱蕉吧
176058,尤斯塔斯·基德×特拉法尔加·罗,15551,基罗吧
272458,秦时明月CP良颜,17126,良颜吧
341309,爱妖尾爱灰安,15781,灰安吧
433232,火神大我总受吧！麻吉天使不可逆~,24637,all火吧
554476,若非曾有微光留驻，又怎会彻悟？,29632,奈桔吧
60076,奥州暴走族与上田小虎队不得不说的故事,8017,苍红吧
585590,喜欢枣梦喜欢水的米娜桑一起畅谈。,8720,枣梦吧
288897,all with Rukia,9031,all露吧
316917,我们不仅是黄金搭档，还是彼此的另一半翅膀,16974,花流吧
87810,日本声优森川智之的贴吧。,7890,森川智之吧
315541,为你穿上低跟鞋，拾起双手剑。,11642,夏伊吧
53220,这只是愉悦的言金。,15942,言金吧
95726,无搅基，不青春,15160,下一站巨星吧
295970,幸而有你，独一不二。,22926,幸不二吧
53779,名取周一与夏目贵志cp吧,22237,名夏吧
477163,"Wherever you go, I will follow.",25349,索娜吧
280950,Salia顽张!普通人努力家包括我梨的映照,10115,喜多村英梨吧
105909,金剑金大法好，分分钟教做人,16013,fate双王吧
195922,萌萌的哉叔在这里等你哟~~,10204,中井和哉吧
171390,梨园脂烫，易一折求凰 ,50647,启红吧
142412,木叶村的稻草人与小海豚之間的小故事。,12023,卡伊吧
107941,追逐与守护，辉煌绝美的爱，尽在银菊吧！,6880,银菊吧
123811,无法逃离的背叛中人气CP【焰得愁心】,8308,焰愁吧
568679,Milo&Camus--永恒的青蓝爱,13305,米妙吧
383709,KAJI病收容所。。欢迎加入进行病情交流。。,30515,梶裕贵吧
161271,心之王道，唯我冢迹,10363,冢迹吧
178470,琴浦春香，一直都在。,10059,琴浦小姐吧
146060,宗情与你，恋律倾心。,16025,宗律吧
748859,登上舞台吧！少年少女们！,13448,瞬遥吧
448997,一个与星神们一起保卫宇宙和平的热血故事,9601,宇宙星神吧
415559,百度蝎樱吧，同萌人士集聚地,11265,蝎樱吧
310109,问苍茫大地谁主沉浮？数风流人物还看今朝！,12206,天子传奇吧
86714,BL沙莩党小窝，吐槽千年欢乐多,5319,沙莩吧
82330,「K」同人CP周防尊X十束多多良,12620,尊多吧
108180,这里是妖精的尾巴纳兹X格雷[夏X灰]的贴吧,15070,夏灰吧
206585,《守护甜心》中的CP几斗×歌呗的fans聚集地,5225,几呗吧
279948,探索灰原哀与猪八戒的爱情，就是探哀。,10584,探哀吧
